long1,lat,id1,statename,pcname,m_electors,f_electors,t_electors,m_voters,f_voters,t_voters,party1,sex_ratio_e,f_vote_turnout,m_vote_turnout,color,l_t,l_t1
83.877068,24.163893,167,Jharkhand,Palamau,889932,756024,1645957,523108,453494,976602,BJP,850,60,58.799999,#E69F19,7.5,6.9650226
78.037186,29.948215,417,Uttarakhand,Hardwar,888328,754505,1642873,637480,535871,1173352,BJP,849,71,71.800003,#E69F19,7.5,6.9519725
84.674919,26.065668,73,Bihar,Maharajganj,874822,767218,1642068,420232,426095,846327,BJP,877,55.5,48,#E69F19,7.5,6.948566
84.025467,25.41452,85,Bihar,Buxar,877699,762929,1640671,494435,394512,888947,BJP,869,51.700001,56.299999,#E69F19,7.5,6.9426546
85.94046,24.367521,170,Jharkhand,Kodarma,870003,769641,1639645,535308,489593,1024901,BJP,885,63.599998,61.5,#E69F19,7.5,6.938313
83.083405,24.495163,475,Uttar Pradesh,Robertsganj,901147,737885,1639074,498085,387542,885628,BJP,819,52.5,55.299999,#E69F19,7.5,6.9358964
81.436508,27.832838,440,Uttar Pradesh,Bahraich,882643,755897,1638640,522529,411550,934081,BJP,856,54.400002,59.200001,#E69F19,7.5,6.9340601
73.293213,22.45323,134,Gujarat,Vadodara,849077,789218,1638321,621926,533715,1155656,BJP,930,67.599998,73.199997,#E69F19,7.5,6.9327102
78.533318,27.181259,450,Uttar Pradesh,Firozabad,902532,734206,1636738,643026,461542,1104568,SP,813,62.900002,71.199997,green,7.5,6.9260116
77.695953,23.150297,247,Madhya Pradesh,VIDISHA,872100,761915,1634039,619102,453345,1072447,BJP,874,59.5,71,#E69F19,7.5,6.9145904
74.178123,16.906706,282,Maharashtra,Hatkanangle,850721,779846,1630604,630470,556249,1186727,SWP,917,71.300003,74.099998,red,7.5,6.9000549
88.275749,22.989513,536,West Bengal,Hooghly,836584,793445,1630042,696614,650941,1347556,AITC,948,82,83.300003,green,7.5,6.8976769
80.123329,21.926638,234,Madhya Pradesh,BALAGHAT,822670,807049,1629741,570388,540968,1111356,BJP,981,67,69.300003,#E69F19,7.5,6.8964033
71.938522,23.845018,131,Gujarat,Patan,846195,782446,1628641,525799,423880,949679,BJP,925,54.200001,62.099998,#E69F19,7.5,6.8917484
85.921242,26.372381,69,Bihar,Madhubani,878017,749809,1627832,413708,446640,860348,BJP,854,59.599998,47.099998,#E69F19,7.5,6.8883247
83.559326,22.408606,107,Chhattisgarh,RAIGARH,819043,807906,1626949,631470,614665,1246135,,986,76.099998,77.099998,red,7.5,6.8845882
75.273979,24.317499,251,Madhya Pradesh,MANDSOUR,838141,788383,1626556,639978,520386,1160374,BJP,941,66,76.400002,#E69F19,7.5,6.8829255
76.607841,27.937395,352,Rajasthan,Alwar,870044,756398,1626442,585823,473846,1059669,BJP,869,62.599998,67.300003,#E69F19,7.5,6.882443
88.185043,22.689034,537,West Bengal,Srerampur,847931,776093,1624038,680999,608386,1289387,AITC,915,78.400002,80.300003,green,7.5,6.8722701
75.953094,16.793722,184,Karnataka,Bijapur,847815,774643,1622635,521090,445637,966734,BJP,914,57.5,61.5,#E69F19,7.5,6.8663335
76.38546,23.247999,244,Madhya Pradesh,DEWAS,843528,773563,1617111,653540,489442,1142982,BJP,917,63.299999,77.5,#E69F19,7.5,6.842958
79.105476,28.795481,431,Uttar Pradesh,Rampur,872075,744534,1616972,528149,430146,958303,BJP,854,57.799999,60.599998,#E69F19,7.5,6.84237
73.163689,23.659346,129,Gujarat,Sabarkantha,833521,782318,1615840,583583,502387,1085970,BJP,939,64.199997,70,#E69F19,7.5,6.8375797
73.413101,21.229404,123,Gujarat,Bardoli,829648,784448,1614106,636398,567973,1204371,BJP,946,72.400002,76.699997,#E69F19,7.5,6.8302422
79.377556,27.443762,445,Uttar Pradesh,Farrukhabad,891793,721921,1613781,560618,409931,970549,BJP,810,56.799999,62.900002,#E69F19,7.5,6.828867
89.374557,26.271124,530,West Bengal,Cooch behar,848641,764757,1613403,687125,642008,1329133,AITC,901,83.900002,81,green,7.5,6.8272672
77.404427,21.254562,271,Maharashtra,Amravati,848217,764503,1612739,554649,446414,1001063,SHS,901,58.400002,65.400002,#EC5B13,7.5,6.8244576
75.67054,20.023813,288,Maharashtra,Jalna,866612,745444,1612056,595979,469547,1065526,BJP,860,63,68.800003,#E69F19,7.5,6.8215675
80.32885,26.442469,489,Uttar Pradesh,Kanpur,889344,721802,1611248,485562,349156,834718,BJP,812,48.400002,54.599998,#E69F19,7.5,6.8181481
79.526596,29.171041,420,Uttarakhand,Nainital-udhamsingh Nagar,857782,753029,1610811,589435,509910,1099345,BJP,878,67.699997,68.699997,#E69F19,7.5,6.816299
87.597298,22.434139,541,West Bengal,Ghatal,835803,774672,1610489,690945,675066,1366019,AITC,927,87.099998,82.699997,green,7.5,6.8149366
77.651924,29.993261,421,Uttar Pradesh,Saharanpur,873318,735452,1608833,652595,540479,1193086,BJP,842,73.5,74.699997,#E69F19,7.5,6.807929
77.53875,21.947407,254,Madhya Pradesh,BETUL,836846,770954,1607831,573928,473282,1047231,BJP,921,61.400002,68.599998,#E69F19,7.5,6.803689
83.738815,24.909554,77,Bihar,Sasaram (SC),859397,748291,1607747,448672,397016,845688,BJP,871,53.099998,52.200001,#E69F19,7.5,6.8033333
79.671326,14.81375,30,Andhra Pradesh,Nellore,796823,809115,1606127,589353,590606,1179968,YSRCP,1015,73,74,#041444,7.5,6.7964783
77.703293,24.882196,252,Madhya Pradesh,GUNA,857327,748265,1605613,580802,394613,975415,INC,873,52.700001,67.699997,#04C4FC,7.5,6.7943029
88.574814,23.281351,515,West Bengal,Ranaghat,831318,771515,1602849,691141,658049,1349190,AITC,928,85.300003,83.099998,green,7.5,6.7826071
80.870049,25.293028,488,Uttar Pradesh,Banda,884779,717011,1601855,473933,384301,858234,BJP,810,53.599998,53.599998,#E69F19,7.5,6.7784009
72.794548,23.182962,137,Gujarat,Ahmedabad East,852765,749057,1601832,557279,422980,980265,BJP,878,56.5,65.300003,#E69F19,7.5,6.7783036
77.128563,17.790087,203,Karnataka,Bidar,839154,761738,1600962,508036,454615,962652,BJP,908,59.700001,60.5,#E69F19,7.5,6.774622
87.807373,22.808868,502,West Bengal,Arambagh,833629,766658,1600293,707257,654127,1361384,AITC,920,85.300003,84.800003,green,7.5,6.771791
78.68367,26.211985,233,Madhya Pradesh,BHIND,892173,707938,1600137,469662,259501,729163,BJP,793,36.700001,52.599998,#E69F19,7.5,6.771131
72.672768,22.776363,126,Gujarat,Kheda,833232,766227,1599476,540239,411083,951323,BJP,920,53.700001,64.800003,#E69F19,7.5,6.7683339
88.496437,22.398472,535,West Bengal,Jadavpur,811441,784269,1595746,666829,605165,1271994,AITC,967,77.199997,82.199997,green,7.5,6.7525501
76.420837,20.47238,264,Maharashtra,Buldhana,844789,750643,1595435,535827,442565,978392,SHS,889,59,63.400002,#EC5B13,7.5,6.7512341
81.137978,26.225473,463,Uttar Pradesh,Rae Bareli,857875,737017,1594954,437762,387368,825130,INC,859,52.599998,51,#04C4FC,7.5,6.7491984
71.874458,21.76317,147,Gujarat,Bhavnagar,834571,759936,1594531,516968,396013,912992,BJP,911,52.099998,61.900002,#E69F19,7.5,6.7474089
73.776382,19.884069,291,Maharashtra,Nashik,850699,743058,1593774,523318,412087,935405,SHS,873,55.5,61.5,#EC5B13,7.5,6.7442055
75.836342,21.036171,285,Maharashtra,Raver,842701,750674,1593389,555229,455617,1010846,BJP,891,60.700001,65.900002,#E69F19,7.5,6.7425761
83.207413,25.369139,472,Uttar Pradesh,Chandauli,887892,705123,1593133,545894,433978,979873,BJP,794,61.5,61.5,#E69F19,7.5,6.7414927
73.185112,28.228731,350,Rajasthan,Bikaner,847726,744629,1592355,526374,402281,928655,BJP,878,54,62.099998,#E69F19,7.5,6.7382007
80.958801,21.398705,104,Chhattisgarh,RAJNANDGAON,797477,793896,1591373,603428,574874,1178302,,996,72.400002,75.699997,red,7.5,6.734045
86.953026,24.566868,166,Jharkhand,Godda,840396,750375,1590772,549854,499254,1049108,BJP,893,66.5,65.400002,#E69F19,7.5,6.7315021
75.075165,20.024426,289,Maharashtra,Aurangabad,846011,743384,1589395,554458,428022,982480,SHS,879,57.599998,65.5,#EC5B13,7.5,6.7256751
77.659233,29.32086,424,Uttar Pradesh,Muzaffarnagar,875179,713220,1588475,618042,484660,1102713,BJP,815,68,70.599998,#E69F19,7.5,6.7217822
87.354332,26.199492,62,Bihar,Araria,843076,744212,1587332,492513,483291,975804,RJD,883,64.900002,58.400002,red,7.5,6.7169452
77.544716,19.60194,293,Maharashtra,Hingoli,839540,746644,1586194,575663,473420,1049085,INC,889,63.400002,68.599998,#04C4FC,7.5,6.7121301
87.787979,23.39101,510,West Bengal,Burdwan - durgapur,821377,762111,1583495,700025,629761,1329789,AITC,928,82.599998,85.199997,green,7.5,6.7007089
87.31147,25.749193,72,Bihar,Purnia,826834,755758,1582626,511262,506106,1017368,JD(U),914,67,61.799999,red,7.5,6.6970315
86.452667,22.582561,162,Jharkhand,Jamshedpur,811632,770030,1581665,548089,501033,1049122,BJP,949,65.099998,67.5,#E69F19,7.5,6.692965
74.982918,15.970703,207,Karnataka,Belgaum,807485,773259,1580895,569642,508074,1077716,BJP,958,65.699997,70.5,#E69F19,7.5,6.6897068
78.07415,26.99465,458,Uttar Pradesh,Fatehpur Sikri,877271,703267,1580582,565514,401637,967152,BJP,802,57.099998,64.5,#E69F19,7.5,6.6883821
84.325966,24.966713,94,Bihar,Karakat,849474,730224,1580558,457406,332394,789800,BLSP,860,45.5,53.799999,red,7.5,6.6882806
76.308876,30.310688,339,Punjab,Patiala,834231,746037,1580273,593609,527264,1120873,AAAP,894,70.699997,71.199997,red,7.5,6.6870747
76.781235,23.987345,240,Madhya Pradesh,RAJGARH,827021,751717,1578757,597753,412196,1009952,BJP,909,54.799999,72.300003,#E69F19,7.5,6.6806593
72.994514,19.811415,295,Maharashtra,Palghar,830398,747673,1578149,531904,460337,992280,BJP,900,61.599998,64.099998,#E69F19,7.5,6.6780868
75.167549,15.324309,195,Karnataka,Dharwad,808768,769269,1578125,562867,477563,1040430,BJP,951,62.099998,69.599998,#E69F19,7.5,6.6779852
78.788033,27.694256,443,Uttar Pradesh,Etah,856985,720450,1577457,520186,405831,926017,BJP,841,56.299999,60.700001,#E69F19,7.5,6.6751585
78.358215,15.495056,33,Andhra Pradesh,Nandyal,783126,793585,1576945,601303,599288,1200607,YSRCP,1013,75.5,76.800003,#041444,7.5,6.6729918
73.523392,22.932096,132,Gujarat,Panchmahal,820230,756434,1576667,512435,414555,926990,BJP,922,54.799999,62.5,#E69F19,7.5,6.6718154
85.593933,26.582144,91,Bihar,Sitamarhi,832370,742498,1574914,448849,451628,900477,BLSP,892,60.799999,53.900002,red,7.5,6.6643972
79.787773,13.929626,36,Andhra Pradesh,Tirupati,778507,795485,1574161,602087,605328,1207418,YSRCP,1022,76.099998,77.300003,#041444,7.5,6.661211
80.476341,16.290016,20,Andhra Pradesh,Guntur,773037,798804,1572017,613894,623668,1237579,TDP,1033,78.099998,79.400002,yellow,7.5,6.6521387
75.614563,16.125847,210,Karnataka,Bagalkot,793354,775172,1568633,561494,517311,1078805,BJP,977,66.699997,70.800003,#E69F19,7.5,6.6378188
78.328773,22.758646,235,Madhya Pradesh,HOSHANGABAD,835566,732614,1568206,593375,436990,1030365,BJP,877,59.599998,71,#E69F19,7.5,6.6360121
76.572853,28.683849,158,Haryana,Rohtak,850127,717381,1567508,578206,465772,1043978,INC,844,64.900002,68,#04C4FC,7.5,6.6330581
85.168732,26.145567,65,Bihar,Vaishali,841773,724500,1566321,480759,445167,925926,LJP,861,61.400002,57.099998,red,7.5,6.6280355
75.255623,12.849572,197,Karnataka,Dakshina Kannada,774454,790765,1565219,595446,611674,1207120,BJP,1021,77.400002,76.900002,#E69F19,7.5,6.6233721
76.370529,31.047239,344,Punjab,Anandpur Sahib,817186,747512,1564721,554688,532346,1087034,SAD,915,71.199997,67.900002,red,7.5,6.6212649
78.395676,20.867987,275,Maharashtra,Wardha,817514,747024,1564552,553504,458674,1012178,BJP,914,61.400002,67.699997,#E69F19,7.5,6.6205497
80.453972,16.84523,39,Andhra Pradesh,Vijayawada,781179,783169,1564513,599506,589998,1189514,TDP,1003,75.300003,76.699997,yellow,7.5,6.6203847
84.313217,26.154049,64,Bihar,Siwan,841735,722100,1563860,443827,440178,884005,BJP,858,61,52.700001,#E69F19,7.5,6.6176214
74.988754,31.315578,343,Punjab,Khadoor Sahib,817134,746233,1563409,534962,505352,1040314,SAD,913,67.699997,65.5,red,7.5,6.6157131
83.346138,20.680712,323,Odisha,Bolangir,814968,747976,1563025,605683,563394,1169117,,918,75.300003,74.300003,red,7.5,6.6140881
75.168732,14.009826,205,Karnataka,Shimoga,778782,783379,1562243,572307,556790,1129107,BJP,1006,71.099998,73.5,#E69F19,7.5,6.6107788
78.04303,29.30393,499,Uttar Pradesh,Bijnor,848418,713587,1562081,575976,482184,1058170,BJP,841,67.599998,67.900002,#E69F19,7.5,6.6100936
76.106674,13.080464,206,Karnataka,Hassan,789847,771551,1561486,585749,560755,1146508,JD(S),977,72.699997,74.199997,red,7.5,6.6075754
75.641479,30.833921,346,Punjab,Ludhiana,835632,725551,1561201,601709,499984,1101693,INC,868,68.900002,72,#04C4FC,7.5,6.6063695
81.246208,23.386248,243,Madhya Pradesh,SHAHDOL,806746,754219,1561016,527809,440179,967988,BJP,935,58.400002,65.400002,#E69F19,7.5,6.6055865
75.572456,14.985744,188,Karnataka,Haveri,807076,751596,1558749,594946,520512,1115458,BJP,931,69.300003,73.699997,#E69F19,7.5,6.5959935
80.643402,27.816822,442,Uttar Pradesh,Dhaurahra,846798,711151,1558041,605084,454769,1059867,BJP,840,63.900002,71.5,#E69F19,7.5,6.5929976
88.220551,22.349854,526,West Bengal,Diamond harbour,816259,739631,1555914,682840,577412,1260252,AITC,906,78.099998,83.699997,green,7.5,6.5839972
76.898453,12.001026,199,Karnataka,Chamarajanagar,789384,766336,1555781,585063,547426,1132497,INC,971,71.400002,74.099998,#04C4FC,7.5,6.5834346
86.488647,20.547771,326,Odisha,Kendrapara,828491,726929,1555444,577477,558439,1135916,,877,76.800003,69.699997,red,7.5,6.5820084
75.566704,31.21277,335,Punjab,Jalandhar,808530,742954,1551497,532265,508444,1040709,INC,919,68.400002,65.800003,#04C4FC,7.5,6.5653062
85.527733,26.118921,60,Bihar,Muzaffarpur,830943,720390,1551363,490949,457916,948865,BJP,867,63.599998,59.099998,#E69F19,7.5,6.5647392
86.284897,24.858128,96,Bihar,Jamui (SC),828406,722499,1550936,415589,360008,775597,LJP,872,49.799999,50.200001,red,7.5,6.5629325
79.04718,18.38579,24,Andhra Pradesh,Karimnagar,777440,773291,1550810,550760,569382,1120142,TRS,995,73.599998,70.800003,#ff3399,7.5,6.5623989
78.643944,14.667988,32,Andhra Pradesh,Kadapa,764947,785380,1550440,583320,606195,1189516,YSRCP,1027,77.199997,76.300003,#041444,7.5,6.5608335
81.047462,27.513784,449,Uttar Pradesh,Sitapur,838148,712053,1550263,581709,444625,1026334,BJP,850,62.400002,69.400002,#E69F19,7.5,6.5600843
90.179367,26.093573,54,Assam,Dhubri,797235,752931,1550166,709038,660085,1369123,AIUDF,944,87.699997,88.900002,red,7.5,6.5596738
77.248024,26.585066,360,Rajasthan,KARAULI-DHOLPUR,845548,703920,1549468,491202,353973,845175,BJP,833,50.299999,58.099998,#E69F19,7.5,6.5567203
86.836166,24.890337,79,Bihar,Banka,824924,724490,1549456,461297,438021,899318,RJD,878,60.5,55.900002,red,7.5,6.5566697
81.584503,24.751278,249,Madhya Pradesh,REWA,821800,722919,1544719,457628,372259,829887,BJP,880,51.5,55.700001,#E69F19,7.5,6.5366244
78.267754,28.806036,426,Uttar Pradesh,Amroha,829444,714712,1544245,589753,505978,1095731,BJP,862,70.800003,71.099998,#E69F19,7.5,6.5346189
88.751808,22.99695,529,West Bengal,Bangaon,796650,744053,1540713,653011,627517,1280528,AITC,934,84.300003,82,green,7.5,6.5196729
70.239502,21.659451,143,Gujarat,Porbandar,807383,731833,1539223,468592,335821,804415,BJP,906,45.900002,58,#E69F19,7.5,6.5133677
84.920097,25.82291,95,Bihar,Saran,832441,706266,1538740,450511,411954,862465,BJP,848,58.299999,54.099998,#E69F19,7.5,6.5113239
87.79007,23.680208,509,West Bengal,Bolpur,798378,740033,1538421,682036,621426,1303462,AITC,927,84,85.400002,green,7.5,6.509974
79.57811,17.950951,41,Andhra Pradesh,Warangal,771760,765862,1537778,590443,580206,1170723,TRS,992,75.800003,76.5,#ff3399,7.5,6.5072532
77.40239,14.79776,31,Andhra Pradesh,Anantapur,775506,761243,1536894,612936,592912,1205849,TDP,982,77.900002,79,yellow,7.5,6.5035124
73.657684,22.167042,142,Gujarat,Chhota Udaipur,798160,738143,1536305,590131,504411,1094542,BJP,925,68.300003,73.900002,#E69F19,7.5,6.50102
78.466698,17.894159,5,Andhra Pradesh,Medak,775560,760532,1536166,605044,583040,1188084,TRS,981,76.699997,78,#ff3399,7.5,6.5004315
84.564842,24.681038,97,Bihar,Aurangabad,825574,710533,1536153,429944,355719,785663,BJP,861,50.099998,52.099998,#E69F19,7.5,6.5003767
76.431854,15.642241,187,Karnataka,Koppal,770316,764694,1535105,526117,480597,1006716,BJP,993,62.799999,68.300003,#E69F19,5,6.4959421
72.59938,23.028582,127,Gujarat,Ahmedabad West,800933,733462,1534400,531702,428771,960475,BJP,916,58.5,66.400002,#E69F19,5,6.4929585
70.019234,23.608656,543,Gujarat,Kachchh,806343,727439,1533782,519100,423463,942563,BJP,902,58.200001,64.400002,#E69F19,5,6.4903436
73.265038,18.073828,280,Maharashtra,Raigad,752491,780290,1532781,485550,502232,987782,SHS,1037,64.400002,64.5,#EC5B13,5,6.4861078
88.113182,23.241674,512,West Bengal,Bardhaman Purba,795545,736693,1532244,682635,637516,1320152,AITC,926,86.5,85.800003,green,5,6.4838352
77.321747,29.677132,422,Uttar Pradesh,Kairana,840629,691073,1531767,617921,500278,1118199,BJP,822,72.400002,73.5,#E69F19,5,6.4818168
88.759178,26.596338,532,West Bengal,Jalpaiguri,795704,735760,1531469,675989,625242,1301231,AITC,925,85,85,green,5,6.480556
74.133171,20.303295,287,Maharashtra,Dindori,808116,722062,1530208,546617,422882,969499,BJP,894,58.599998,67.599998,#E69F19,5,6.4752197
79.213463,24.90509,259,Madhya Pradesh,TIKAMGARH,820670,708167,1528863,466852,299542,766398,BJP,863,42.299999,56.900002,#E69F19,5,6.4695282
85.570168,20.162092,328,Odisha,Bhubaneswar,835850,691665,1527768,485138,406314,891460,,827,58.700001,58,red,5,6.4648948
87.92672,22.193621,505,West Bengal,Tamluk,796779,730482,1527273,684160,650897,1335058,AITC,917,89.099998,85.900002,green,5,6.4628
86.819374,26.211187,67,Bihar,Supaul,797373,728185,1525583,468476,502044,970520,INC,913,68.900002,58.799999,#04C4FC,5,6.4556484
75.618874,23.399883,245,Madhya Pradesh,UJJAIN,790889,734560,1525481,571019,444831,1015857,BJP,929,60.599998,72.199997,#E69F19,5,6.4552169
75.099686,30.045605,340,Punjab,Bathinda,813119,712156,1525289,626895,549533,1176428,SAD,876,77.199997,77.099998,red,5,6.4544044
76.3274,26.884621,368,Rajasthan,Dausa,814648,709447,1524100,518917,409839,928756,BJP,871,57.799999,63.700001,#E69F19,5,6.4493732
92.633888,26.159952,52,Assam,Nowgong,792425,731446,1523881,639499,590545,1230044,BJP,923,80.699997,80.699997,#E69F19,5,6.4484463
83.219139,23.357801,102,Chhattisgarh,SARGUJA,771106,751862,1523022,610812,576493,1187305,,975,76.699997,79.199997,red,5,6.4448113
75.954781,14.408041,189,Karnataka,Davanagere,772126,750480,1522712,581109,533385,1114494,BJP,972,71.099998,75.300003,#E69F19,5,6.4434996
74.358772,30.479425,338,Punjab,Firozpur,808857,713236,1522111,590404,514569,1104973,SAD,882,72.099998,73,red,5,6.4409566
78.116982,23.982157,241,Madhya Pradesh,SAGAR,815511,704754,1520322,536897,354866,891772,BJP,864,50.400002,65.800003,#E69F19,5,6.4333863
85.435272,23.945152,168,Jharkhand,Hazaribagh,812554,706367,1518923,515052,452228,967280,BJP,869,64,63.400002,#E69F19,5,6.4274664
76.886978,13.43202,192,Karnataka,Tumkur,764561,753839,1518518,565126,535597,1100735,INC,986,71,73.900002,#04C4FC,5,6.4257526
75.914948,29.215559,157,Haryana,Hisar,825688,691918,1517606,637448,518049,1155497,INLD,838,74.900002,77.199997,red,5,6.4218931
82.324875,20.818888,106,Chhattisgarh,MAHASAMUND,757694,758435,1516177,576664,554172,1130836,,1001,73.099998,76.099998,red,5,6.4158463
72.003227,24.334059,130,Gujarat,Banaskantha,796124,719587,1515711,511698,371518,883216,BJP,904,51.599998,64.300003,#E69F19,5,6.4138741
91.943398,26.576361,51,Assam,Mangaldoi,791539,724137,1515676,651247,581802,1233049,BJP,915,80.300003,82.300003,#E69F19,5,6.4137263
79.820114,16.365484,18,Andhra Pradesh,Narasaraopet,748474,766262,1514861,635270,640887,1276157,TDP,1024,83.599998,84.900002,yellow,5,6.4102774
88.581024,22.730846,503,West Bengal,Barasat,774305,738463,1512792,669359,596363,1265746,AITC,954,80.800003,86.400002,green,5,6.4015222
88.5047,24.144424,506,West Bengal,Murshidabad,782480,729615,1512098,653122,635049,1288171,CPM,932,87,83.5,#EC2434,5,6.3985858
73.319916,20.584894,144,Gujarat,Valsad,775073,736988,1512061,580599,538185,1118784,BJP,951,73,74.900002,#E69F19,5,6.3984289
86.064758,23.861189,175,Jharkhand,Giridih,811587,700052,1511644,531982,439241,971223,BJP,863,62.700001,65.5,#E69F19,5,6.3966646
86.536285,25.591501,83,Bihar,Khagaria,800786,705750,1506587,445941,450160,896101,LJP,881,63.799999,55.700001,red,5,6.3752651
90.660469,26.619522,57,Assam,Kokrajhar,776151,729307,1505472,636473,587031,1223504,IND,940,80.5,82,red,5,6.3705473
77.414108,29.01519,425,Uttar Pradesh,Baghpat,850681,654413,1505175,582431,421180,1003611,BJP,769,64.400002,68.5,#E69F19,5,6.3692904
88.198959,22.568159,534,West Bengal,Howrah,802653,702441,1505099,621808,503224,1125035,AITC,875,71.599998,77.5,green,5,6.3689685
85.981361,25.9018,82,Bihar,Samastipur (SC),802420,702007,1504451,430782,432401,863183,LJP,875,61.599998,53.700001,red,5,6.3662267
86.91658,23.178368,513,West Bengal,Bankura,775893,727919,1503812,644501,590353,1234854,AITC,938,81.099998,83.099998,green,5,6.3635225
85.047897,24.662714,98,Bihar,Gaya (SC),799210,702311,1501521,442912,364010,806922,BJP,879,51.799999,55.400002,#E69F19,5,6.353828
75.386696,32.064404,341,Punjab,Gurdaspur,784477,715839,1500337,532763,509586,1042349,BJP,913,71.199997,67.900002,#E69F19,5,6.3488178
87.350426,22.143925,504,West Bengal,Medinipur,770363,729306,1499673,647452,613326,1260778,AITC,947,84.099998,84,green,5,6.3460078
86.227104,20.145916,330,Odisha,Jagatsinghpur,797923,701680,1499673,587440,544083,1131526,,879,77.5,73.599998,red,5,6.3460078
76.640549,29.925301,153,Haryana,Kurukshetra,807700,690759,1498459,618481,517170,1135651,BJP,855,74.900002,76.599998,#E69F19,5,6.3408709
78.034149,11.710418,413,Tamil Nadu,Salem,759981,738253,1498350,593293,555869,1149174,ADMK,971,75.300003,78.099998,red,5,6.3404098
72.446808,23.523352,146,Gujarat,Mahesana,777821,720375,1498219,541116,456612,997735,BJP,926,63.400002,69.599998,#E69F19,5,6.3398552
72.788414,22.452957,135,Gujarat,Anand,781118,715737,1496859,539236,427943,967179,BJP,916,59.799999,69,#E69F19,5,6.3341002
78.402878,18.768463,25,Andhra Pradesh,Nizamabad,724523,771586,1496193,467172,559329,1026505,TRS,1065,72.5,64.5,#ff3399,5,6.3312821
86.103157,26.081844,71,Bihar,Darbhanga,797254,698177,1495445,407516,421741,829257,BJP,876,60.400002,51.099998,#E69F19,5,6.3281169
87.621613,24.058535,508,West Bengal,Birbhum,773438,721641,1495089,669860,605076,1274936,AITC,933,83.800003,86.599998,green,5,6.3266106
79.419037,16.857651,14,Andhra Pradesh,Nalgonda,746042,748256,1494343,597237,583448,1180687,INC,1003,78,80.099998,#04C4FC,5,6.3234534
78.389816,29.46665,423,Uttar Pradesh,Nagina,795562,697765,1493419,484049,458292,942349,BJP,877,65.699997,60.799999,#E69F19,5,6.3195438
78.156685,13.230686,193,Karnataka,Kolar,755450,737386,1492977,581924,544042,1125973,INC,976,73.800003,77,#04C4FC,5,6.3176732
79.055969,17.382198,7,Andhra Pradesh,Bhongir,756965,735217,1492240,620408,588076,1208493,TRS,971,80,82,#ff3399,5,6.3145547
88.769951,22.607349,528,West Bengal,Basirhat,777768,712812,1490596,677047,595849,1272897,AITC,916,83.599998,87,green,5,6.3075976
87.723404,21.903055,527,West Bengal,Kanthi,777345,713061,1490409,663897,626338,1290235,AITC,917,87.800003,85.400002,green,5,6.3068066
77.18129,28.58983,119,NCT OF Delhi,NEW DELHI,830322,659749,1490147,545628,422884,968519,BJP,795,64.099998,65.699997,#E69F19,5,6.3056979
88.326935,22.015453,524,West Bengal,Mathurapur,772277,716496,1488785,662025,607691,1269716,AITC,928,84.800003,85.699997,green,5,6.2999344
76.477188,15.045803,201,Karnataka,Bellary,750789,737003,1487945,541905,503534,1045448,BJP,982,68.300003,72.199997,#E69F19,5,6.29638
78.831375,13.877844,29,Andhra Pradesh,Rajampet,735613,752029,1487791,570991,582836,1153835,YSRCP,1022,77.5,77.599998,#041444,5,6.2957282
71.338669,21.398626,136,Gujarat,Amreli,777662,708624,1486286,455668,349837,805505,BJP,911,49.400002,58.599998,#E69F19,5,6.2893596
72.825783,18.961676,305,Maharashtra,Mumbai South,828962,656867,1485844,436292,342366,778666,SHS,792,52.099998,52.599998,#EC5B13,5,6.2874894
85.239189,26.590202,90,Bihar,Sheohar,792374,693355,1485801,433327,409336,842663,BJP,875,59,54.700001,#E69F19,5,6.2873073
70.689529,21.13273,124,Gujarat,Junagadh,772017,713524,1485543,513928,423553,937481,BJP,924,59.400002,66.599998,#E69F19,5,6.2862158
75.728142,31.638849,336,Punjab,Hoshiarpur,762065,723207,1485286,473084,487516,960600,BJP,949,67.400002,62.099998,#E69F19,5,6.2851281
72.759621,21.29355,125,Gujarat,Surat,803829,680212,1484068,538576,407928,946507,BJP,846,60,67,#E69F19,5,6.279974
77.486603,15.590533,23,Andhra Pradesh,Kurnool,738832,742805,1481791,543424,519253,1062680,YSRCP,1005,69.900002,73.599998,#041444,5,6.2703385
79.922241,12.616855,390,Tamil Nadu,Kancheepuram,736993,742956,1480123,572957,554099,1127056,ADMK,1008,74.599998,77.699997,red,5,6.2632804
78.331245,16.337591,16,Andhra Pradesh,Nagarkurnool,745050,732104,1477305,569056,537781,1106865,INC,983,73.5,76.400002,#04C4FC,5,6.2513556
74.820175,31.739805,342,Punjab,Amritsar,779164,698076,1477262,537622,469488,1007110,INC,896,67.300003,69,#04C4FC,5,6.251174
88.453384,23.66131,507,West Bengal,Krishnanagar,769981,706791,1476783,638727,607902,1246629,AITC,918,86,83,green,5,6.2491469
86.950615,22.575155,521,West Bengal,Jhargram,753841,721269,1475112,645909,610427,1256336,AITC,957,84.599998,85.699997,green,5,6.2420759
82.934402,20.064604,324,Odisha,Kalahandi,750694,723392,1474135,576088,539704,1115803,,964,74.599998,76.699997,red,5,6.2379417
76.006737,28.504677,159,Haryana,Bhiwani-Mahendragarh,792166,681746,1473912,559428,470289,1029717,BJP,861,69,70.599998,#E69F19,5,6.2369981
86.358475,23.312092,511,West Bengal,Purulia,764758,707169,1471933,627261,574047,1201309,AITC,925,81.199997,82,green,5,6.2286234
